Date,RELIANCE-EQ O,RELIANCE-EQ H,RELIANCE-EQ L,RELIANCE-EQ C,RELIANCE-EQ V
25-09-2018 12:45,1230,1233.5,1225.75,1226,362168
25-09-2018 12:15,1233.6,1234,1224.5,1230,993025
25-09-2018 11:45,1233.05,1238,1232.9,1233.75,347572
25-09-2018 11:15,1237.1,1240.95,1226.5,1232.9,601445
25-09-2018 10:45,1239.6,1240.2,1233.2,1237.35,504045
25-09-2018 10:15,1242.45,1245,1238,1240.25,564998
25-09-2018 09:45,1234.45,1242.5,1234.05,1241.85,557575
25-09-2018 09:15,1235.5,1244.85,1229.55,1234.55,1343869
24-09-2018 15:15,1232.05,1235.5,1229.05,1234.55,1945986
24-09-2018 14:45,1237,1238.55,1231.4,1232.05,1455278
24-09-2018 14:15,1221.5,1239.9,1221.25,1237.2,744917
24-09-2018 13:45,1225.4,1226.9,1218.5,1221.9,384543
24-09-2018 13:15,1224.65,1227,1217.5,1225.4,449360
24-09-2018 12:45,1214.25,1225,1213.35,1224,543738
24-09-2018 12:15,1210.6,1215.7,1204.55,1214.15,678114
24-09-2018 11:45,1220.55,1220.75,1210.25,1210.85,602172
24-09-2018 11:15,1222.65,1223.45,1216.4,1220.55,587546
24-09-2018 10:45,1225.25,1227.2,1220.35,1222.65,299027
24-09-2018 10:15,1219.25,1229,1219.25,1225.25,782585
24-09-2018 09:45,1224.75,1228.7,1219.1,1219.25,782624
24-09-2018 09:15,1213.8,1228,1211.3,1224.9,826322
21-09-2018 15:15,1215.95,1224.2,1212.15,1216.2,2366821
21-09-2018 14:45,1222.05,1227.75,1214.25,1215.55,2779109
21-09-2018 14:15,1219.2,1223,1211.1,1222.3,924026
21-09-2018 13:45,1222.1,1226.75,1218.55,1219.2,662271
21-09-2018 13:15,1218.7,1229.6,1210.2,1222.1,904097
21-09-2018 12:45,1221,1224.3,1183.5,1218.5,2021670
21-09-2018 12:15,1231.55,1233.8,1221,1221,696903
21-09-2018 11:45,1230.3,1232.85,1225.1,1231.55,830057
21-09-2018 11:15,1235.15,1236,1230,1230.3,810921
21-09-2018 10:45,1234.9,1236.75,1233.45,1235.15,693284
21-09-2018 10:15,1235.4,1236.75,1231.15,1234.9,755269
21-09-2018 09:45,1227.2,1237.2,1227.2,1235.25,2731444
21-09-2018 09:15,1219.7,1228.25,1219.7,1227.2,2858212
19-09-2018 15:15,1208.5,1214.4,1207.15,1212.95,623989
19-09-2018 14:45,1205.05,1213.05,1204.55,1208.5,753553
19-09-2018 14:15,1208.2,1208.4,1201.4,1205,693117
19-09-2018 13:45,1212,1213.5,1206,1208.3,395629
19-09-2018 13:15,1204.35,1212,1204.25,1211.85,476016
19-09-2018 12:45,1216.65,1218.75,1203.35,1204.2,833526
19-09-2018 12:15,1215.35,1217.1,1212.6,1216.65,367924
19-09-2018 11:45,1218.4,1219.5,1215.1,1215.1,372742
19-09-2018 11:15,1215.5,1219,1215.05,1218.45,546090
19-09-2018 10:45,1217.6,1218.75,1212.4,1215.5,644274
19-09-2018 10:15,1217.05,1220,1216.8,1217.1,612639
19-09-2018 09:45,1216.7,1219.4,1216.5,1216.95,2262037
19-09-2018 09:15,1222.9,1223.65,1215,1216.7,2669739
18-09-2018 15:15,1216.7,1217.3,1214.45,1215.4,637872
18-09-2018 14:45,1227.35,1229.4,1215.55,1216.65,1201990
18-09-2018 14:15,1234.7,1235.9,1226.4,1227.35,418819
18-09-2018 13:45,1231.25,1236.8,1229.5,1234.05,318446
18-09-2018 13:15,1234.95,1239.35,1228.25,1231.25,715242
18-09-2018 12:45,1233,1237.8,1232.8,1234.95,313816
18-09-2018 12:15,1234.3,1238.4,1232.1,1233.1,417947
18-09-2018 11:45,1234.05,1237.7,1232.45,1234,399977
18-09-2018 11:15,1227.65,1236.8,1226.15,1233.6,561038
18-09-2018 10:45,1228.45,1230.9,1227.15,1227.65,326539
18-09-2018 10:15,1230.7,1233.45,1226.75,1228.5,643389
18-09-2018 09:45,1227.1,1232.3,1224,1230.65,661256
18-09-2018 09:15,1225.75,1235.4,1218.65,1227.35,979913
17-09-2018 15:15,1226.7,1227.4,1221.75,1224.4,688307
17-09-2018 14:45,1229.9,1230.9,1226.2,1226.85,632441
17-09-2018 14:15,1235.5,1236.15,1229.15,1229.75,488996
17-09-2018 13:45,1232.85,1239.4,1232.6,1235.55,535753
17-09-2018 13:15,1235.5,1236,1231.55,1232.75,515288
17-09-2018 12:45,1234.35,1235.7,1232.85,1235.35,442393
17-09-2018 12:15,1228.55,1234.55,1226.5,1234.2,406309
17-09-2018 11:45,1230.65,1231,1228.05,1228.55,413314
17-09-2018 11:15,1230,1233.5,1225.15,1230.05,443119
17-09-2018 10:45,1231.9,1233.65,1229.1,1230,524186
17-09-2018 10:15,1238.25,1238.45,1231.2,1232.05,413218
17-09-2018 09:45,1238,1241.05,1235,1238.45,461056
17-09-2018 09:15,1249.05,1249.2,1236,1239.4,762072
14-09-2018 15:15,1252.9,1253.95,1250.35,1252.55,695797
14-09-2018 14:45,1253.7,1257,1251.15,1253,829747
14-09-2018 14:15,1254.75,1254.9,1250.35,1253.6,287058
14-09-2018 13:45,1255.8,1256.65,1249.75,1254.5,352916
14-09-2018 13:15,1257.3,1258.45,1254,1255.8,258211
14-09-2018 12:45,1257.45,1258,1253.25,1257.25,282483
14-09-2018 12:15,1254.25,1259.3,1254,1257.5,344239
14-09-2018 11:45,1254.05,1257.5,1250,1254.05,377511
14-09-2018 11:15,1257.05,1258,1248.15,1254,818305
14-09-2018 10:45,1258.95,1258.95,1257,1257.25,195082
14-09-2018 10:15,1261,1261.05,1254.4,1259,640934
14-09-2018 09:45,1263.2,1266,1260,1261,686997
14-09-2018 09:15,1259,1275.6,1259,1263.3,2080661
