Date,YESBANK-EQ O,YESBANK-EQ H,YESBANK-EQ L,YESBANK-EQ C
28-11-2013,72.2,73.16,71.8,72.84
27-11-2013,72.4,72.8,70.43,71.19
26-11-2013,70.6,73.25,69.55,72.41
25-11-2013,69.87,70.48,68.64,70.17
22-11-2013,71.97,72.28,68.42,68.85
21-11-2013,71.99,72.41,70.31,70.88
20-11-2013,72.4,74.56,71.42,73.09
19-11-2013,72.73,73.36,72.11,72.72
18-11-2013,71.74,72.93,71.42,72.56
14-11-2013,68.2,70.72,68.04,70.25
13-11-2013,65.01,67.1,64.73,66.32
12-11-2013,66.97,68.5,65.16,65.79
11-11-2013,70.25,70.58,66.35,66.69
08-11-2013,72.53,73.08,70.48,70.85
07-11-2013,74.2,74.99,71.91,72.15
06-11-2013,74.94,75.48,72.82,73.68
05-11-2013,75.69,76.6,73.62,75.17
01-11-2013,73.8,77.25,73.3,75.62
31-10-2013,74,74.59,73.08,73.76
30-10-2013,74.96,75.96,73.64,74.47
29-10-2013,69.4,74.62,68.23,74.28
28-10-2013,71.52,72.3,69.08,69.48
25-10-2013,72.16,72.45,70.89,71.1
24-10-2013,75.1,75.99,72.14,72.54
23-10-2013,75.33,76.38,73.11,74.8
22-10-2013,72.05,74.98,69.8,74.4
21-10-2013,69.86,72.14,69.65,71.73
18-10-2013,67.38,69.59,67.3,69.26
17-10-2013,66.92,68.18,65.27,67.16
15-10-2013,70.6,70.71,65.8,66.22
14-10-2013,69.76,70.96,69.2,69.73
11-10-2013,70.02,70.4,68.5,69.51
10-10-2013,68,68.98,67.23,68.45
09-10-2013,63.85,68.49,63.85,68.15
08-10-2013,67.8,69,65.41,65.79
07-10-2013,63,63.54,61.27,63.11
04-10-2013,61.2,63.78,60.92,63.07
03-10-2013,59.4,62.57,59.2,62.13
01-10-2013,57.8,59.72,56.08,58.98
30-09-2013,59.8,59.8,57.23,57.47
27-09-2013,63.56,64,60.4,60.92
26-09-2013,63.2,64.45,62.2,63.16
25-09-2013,64.4,64.91,61.26,62.82
24-09-2013,64.25,67.1,63.3,63.78
23-09-2013,69.36,72.17,64.71,65.46
20-09-2013,78,78,67,71.21
19-09-2013,69.48,78.94,69.48,77.34
18-09-2013,61,63.88,60.54,63.17
17-09-2013,58.45,60.8,58.02,60.18
16-09-2013,59.02,60,56.72,58.34
13-09-2013,55.8,57.55,54.84,56.24
12-09-2013,61.14,61.38,55.26,56.24
11-09-2013,60.59,61.2,58.76,60.75
10-09-2013,60,62.79,60,61.38
06-09-2013,58.94,59.26,56.02,58.59
05-09-2013,50,58.68,50,57.5
04-09-2013,46,48.5,44.6,47.21
03-09-2013,51.04,51.24,45.22,45.82
02-09-2013,49.3,51.18,49.2,50.59
30-08-2013,46.92,49.7,46.2,48.67
29-08-2013,46.6,47.34,44.7,46.5
28-08-2013,45.55,46.46,43.22,45.17
27-08-2013,50.83,50.98,46.68,47.16
26-08-2013,52.68,53.48,50.7,52.24
23-08-2013,49.1,52.58,48.56,51.85
22-08-2013,50.12,50.6,46.74,48.5
21-08-2013,53.41,56.9,49.22,51.01
20-08-2013,46.4,49.52,44.03,48.56
19-08-2013,51,51.04,47.02,48.3
16-08-2013,57.8,57.8,50.52,51.66
14-08-2013,62.82,63,57.68,58.29
13-08-2013,59.7,63.68,59.42,61.94
12-08-2013,56.88,61.51,55.1,60.24
08-08-2013,58.38,58.74,56,56.61
07-08-2013,54.8,59.93,53.71,58.72
06-08-2013,58.8,59.2,54.1,55.03
05-08-2013,61.71,62.41,58,59.92
02-08-2013,66,66.98,61,61.74
01-08-2013,66,67.86,60.81,65.53
31-07-2013,69.6,69.6,57,64.8
30-07-2013,72.68,74.96,69.31,69.74
29-07-2013,73.6,74.25,71.42,72.69
26-07-2013,75.98,76.43,68.44,73.42
25-07-2013,76,78.49,73.9,74.74
24-07-2013,84,84.6,74.76,76.67
23-07-2013,86.48,88.58,85.65,87.73
22-07-2013,85.18,86.57,84.4,84.78
19-07-2013,88.6,89.39,84.6,84.92
18-07-2013,85.6,88.38,84.44,88.09
17-07-2013,91,91.18,83.32,85.37
16-07-2013,95.05,96,89,90.19
15-07-2013,98.59,100.4,97,100.07
12-07-2013,98.4,98.54,96.42,98.09
11-07-2013,96.6,98.88,96.4,97.31
10-07-2013,96.18,96.88,94.6,95.24
09-07-2013,93.4,96.72,93.4,95.73
08-07-2013,92.8,93.93,90.67,93.36
05-07-2013,94.74,95.6,92.6,93.06
04-07-2013,93.74,95.3,92.31,94.04
03-07-2013,92.42,94.14,91.23,92.67
02-07-2013,93.45,94.8,92.68,93.69
01-07-2013,92.64,94.38,92.24,94.03
28-06-2013,90,92.8,88.25,92.22
27-06-2013,91.2,92.5,87.4,88.66
26-06-2013,90.16,91.87,89.15,89.69
25-06-2013,88.61,90.8,87.15,89.53
24-06-2013,89.73,90.09,87.7,88.18
21-06-2013,91.58,92.49,89.11,90.55
20-06-2013,94,94,91.62,91.9
19-06-2013,95.34,95.89,94.12,95.64
18-06-2013,96.56,96.6,94.56,95.03
17-06-2013,96.02,97.94,94,96.79
14-06-2013,92.66,96.13,92.65,95.73
13-06-2013,93,93.94,91.03,91.35
12-06-2013,94,94.8,92.24,93.75
11-06-2013,97.32,97.61,93.28,94.39
10-06-2013,99.59,100.6,97.47,98.1
07-06-2013,101.2,102.98,100.1,100.52
06-06-2013,99.6,101.97,98.47,101.52
05-06-2013,97.9,100.6,97.9,99.94
04-06-2013,100.59,101.75,97.89,98.46
03-06-2013,97.51,100.79,97.3,100.54
31-05-2013,100.2,100.49,97.2,97.46
30-05-2013,100.01,101.48,99.61,100
29-05-2013,103.01,103.33,100.1,100.58
28-05-2013,103.8,104.5,102.6,103.09
27-05-2013,101,104.1,100.8,103.73
24-05-2013,100.8,101.8,99.17,101
23-05-2013,100.9,100.98,98.8,99.34
22-05-2013,104,104.53,100.97,101.97
21-05-2013,105.9,106.38,102.73,103.05
20-05-2013,108.6,109.4,105.62,105.98
17-05-2013,108.8,109.54,107.51,108.55
16-05-2013,106,109.4,106,108.51
15-05-2013,101.61,106.24,101.61,105.57
14-05-2013,100.57,102.09,99.6,101.53
13-05-2013,102.2,102.8,100.23,100.57
10-05-2013,100.2,102.35,99.9,102
09-05-2013,101.38,102.38,100.26,100.57
08-05-2013,101.8,102.51,100.82,101.34
07-05-2013,99.4,102.2,99.01,101.65
06-05-2013,99.4,99.6,97.4,99.28
03-05-2013,100.92,101.71,99.1,99.5
02-05-2013,100.4,102.2,100.13,100.92
30-04-2013,101.2,101.8,98.84,100.33
29-04-2013,99.55,101.54,98.35,100.99
26-04-2013,100.19,100.48,98.93,99.55
25-04-2013,99.24,101.66,98.7,100.76
23-04-2013,99.38,99.49,96.82,99.04
22-04-2013,98.6,99.8,97.57,98.87
18-04-2013,96.54,98.6,94.9,98.25
17-04-2013,94.83,97.6,93.64,95.88
16-04-2013,91.8,94.12,91.8,93.78
15-04-2013,89,92.66,88.62,91.58
12-04-2013,87.4,88.94,86.67,88.51
11-04-2013,86.8,87.7,85.5,87.37
10-04-2013,85.4,85.98,83.35,85.69
09-04-2013,85.8,87.36,84.71,84.91
08-04-2013,85.4,86.09,84.71,85.07
05-04-2013,85.4,86.9,84.64,85.13
04-04-2013,86.5,87.37,85,85.37
03-04-2013,89.8,91.94,86.7,87.09
02-04-2013,85.66,90.18,85.66,89.91
01-04-2013,85.8,86.8,84.4,86.46
28-03-2013,88.8,88.8,83.37,85.78
26-03-2013,86.8,87.23,84.54,85.06
25-03-2013,89,89.6,86.34,87.03
22-03-2013,86.6,88.91,86.2,88.1
21-03-2013,86.4,89.2,85.52,86.42
20-03-2013,87.76,88.72,85.71,86.24
19-03-2013,92.8,93,87,87.76
18-03-2013,94,94.65,91.67,91.88
15-03-2013,97,98.2,94.52,94.74
14-03-2013,96.47,97.68,94.2,96.95
13-03-2013,98,98.21,96.12,96.48
12-03-2013,99.11,100.11,97.62,98.4
11-03-2013,97.2,99.6,97.2,98.75
08-03-2013,97.36,98.1,96.04,97.17
07-03-2013,96.14,97.29,95.5,97.01
06-03-2013,97.6,97.6,95.91,96.35
05-03-2013,95.34,96.58,93.8,96.01
04-03-2013,96,96,93.64,94.99
01-03-2013,95,96.78,94.2,94.6
28-02-2013,99.01,99.48,93.44,94.4
27-02-2013,94.5,98.68,94.5,98.11
26-02-2013,95.6,96,93.7,94.43
25-02-2013,98.6,98.6,95.42,95.86
22-02-2013,97.1,98.74,95.12,98.02
21-02-2013,101.44,101.44,96.82,97.39
20-02-2013,101.4,102.19,100.76,101.84
19-02-2013,100.3,101.2,99.13,101.01
18-02-2013,100.44,101.67,99.6,100.28
15-02-2013,100.29,100.71,98.37,100.39
14-02-2013,102.41,102.49,99.36,100.29
13-02-2013,105.48,105.48,102.17,102.45
12-02-2013,103.39,104.6,102.94,104.43
11-02-2013,102.4,103.68,101.6,103.34
08-02-2013,101.02,102.77,101.02,101.93
07-02-2013,102.4,103.2,100.66,101.58
06-02-2013,103,103.73,100.62,102.28
05-02-2013,104.8,104.96,102.26,102.78
04-02-2013,106.6,107.78,104.59,104.96
01-02-2013,104.43,107.32,103.82,106.47
31-01-2013,104.01,104.76,103.41,104.43
30-01-2013,102.67,104.49,102.2,104
29-01-2013,105.18,105.2,102.01,102.29
28-01-2013,101.24,105.06,101.2,104.71
25-01-2013,101.59,101.74,98.95,100.85
24-01-2013,102.81,103.2,101.15,101.56
23-01-2013,101.87,103.39,100.3,102.89
22-01-2013,102.2,103.8,99,101.78
21-01-2013,103.6,104.2,102.11,102.34
18-01-2013,104.82,105.35,102.98,103.4
17-01-2013,103.22,105.76,102,104.78
16-01-2013,106.2,109,103.33,103.61
15-01-2013,101.2,106.5,101.2,105.59
14-01-2013,99.8,101.92,99,101.3
11-01-2013,103.3,103.31,99.3,99.68
10-01-2013,101.21,103.36,100.6,103.09
09-01-2013,100,101.98,100,100.84
08-01-2013,99.6,100.2,98.75,99.93
07-01-2013,97.81,100.28,97.81,99.65
04-01-2013,98.4,98.81,97.6,97.81
03-01-2013,97.4,99.39,97.4,98.44
02-01-2013,95.79,97.92,95.77,97.57
01-01-2013,93.35,95.7,93.21,95.4
31-12-2012,92.6,93.93,92.39,92.81
28-12-2012,93.62,93.62,91.86,92.61
27-12-2012,92.52,93.64,92.05,93.25
26-12-2012,92.4,93.4,91.89,92.77
24-12-2012,91.8,92.68,91.45,92.33
21-12-2012,94.54,94.6,91.45,91.86
20-12-2012,94.16,94.98,92.62,94.6
19-12-2012,93.79,94.95,93.4,93.95
18-12-2012,93.31,94.36,91,93.69
17-12-2012,92.12,93.43,92,93.21
14-12-2012,89.69,92.53,89.31,92.12
13-12-2012,91,91.18,89.21,89.61
12-12-2012,91.2,91.76,90.22,90.82
11-12-2012,91.62,93.2,90.42,91.3
10-12-2012,91.2,92.09,91.07,91.51
07-12-2012,94.6,94.6,90.68,91.09
06-12-2012,90.42,94,89.62,93.54
05-12-2012,90.21,90.78,89.53,90.08
04-12-2012,88.5,90.52,88.5,90.13
03-12-2012,88.64,89.8,88.22,89.48
30-11-2012,88.8,89.58,88.04,88.45
29-11-2012,86.9,89.55,86.61,88.67
27-11-2012,84.27,87.1,84.05,86.87
26-11-2012,84,84.68,83.72,83.9
23-11-2012,84.3,84.42,83.26,84.12
22-11-2012,84.53,84.84,83.83,84.17
21-11-2012,84.22,84.97,83.96,84.44
20-11-2012,83.3,84.13,82.93,83.93
19-11-2012,83.15,83.72,82.4,82.88
16-11-2012,83.6,84.64,82.9,83.09
15-11-2012,84.36,84.36,83.27,83.51
13-11-2012,85,100.8,84.01,84.38
12-11-2012,85,85.99,84.8,84.97
09-11-2012,84.13,85.49,84.04,85.03
08-11-2012,82.35,84.15,82.35,83.91
07-11-2012,83.92,84.88,83.52,84.03
06-11-2012,83.6,84.35,83.11,84.16
05-11-2012,84.2,84.7,83.21,83.7
02-11-2012,82.82,84.35,82.82,84.01
01-11-2012,82.32,83.52,82.14,82.51
31-10-2012,81.46,82.43,80.95,82.32
30-10-2012,82,84,81.25,81.49
29-10-2012,83,84.2,82.6,82.97
26-10-2012,82.94,83.59,82.24,82.6
25-10-2012,80.94,83.65,80,83.24
23-10-2012,77.4,80.13,77.01,79.87
22-10-2012,76.44,77.55,75.81,77.41
19-10-2012,77.82,77.91,75.71,76.69
18-10-2012,77.06,78.4,77.06,77.82
17-10-2012,77,77.5,76.53,77.06
16-10-2012,79.4,79.4,76.24,76.54
15-10-2012,78.93,79.38,78.1,78.99
12-10-2012,79.4,80,78.51,78.93
11-10-2012,78.9,79.66,78.53,79.41
10-10-2012,78.8,79.18,77.47,78.64
09-10-2012,77.42,79.28,77.42,78.84
08-10-2012,78.8,79.58,76.9,77.13
05-10-2012,80,80.39,77.33,78.7
04-10-2012,80.19,81.39,79.11,79.68
03-10-2012,78.99,80.5,78.69,80.19
01-10-2012,76,79,76,78.84
28-09-2012,76.38,77.68,75.82,76.41
27-09-2012,75.21,77,74.85,76.19
26-09-2012,74.8,75.29,74.33,74.89
25-09-2012,75.75,76.83,74.43,75.07
24-09-2012,74.2,76.2,73.86,75.4
21-09-2012,72.69,75.17,72.6,74.18
20-09-2012,73.62,74.08,72.45,72.7
18-09-2012,75.4,75.43,73.67,74.13
17-09-2012,71.58,76.16,71.58,75.51
14-09-2012,68.8,71.98,68.62,71.18
13-09-2012,67.58,68.5,66.02,67.81
12-09-2012,66.4,67.5,65.75,67.34
11-09-2012,66.11,66.84,65.79,65.97
10-09-2012,67.51,67.78,66.32,66.62
07-09-2012,66.39,67.48,66.22,67
06-09-2012,65.19,65.74,64.02,65.36
05-09-2012,66.4,66.5,64.56,64.82
04-09-2012,65.8,66.75,65.22,66.6
03-09-2012,66.24,66.74,65.02,65.6
31-08-2012,66.01,66.78,65.2,65.75
30-08-2012,66.2,66.95,65.64,65.99
29-08-2012,67.12,67.46,66.04,66.16
28-08-2012,67.2,67.68,66.21,67.12
27-08-2012,69.59,69.59,67,67.17
24-08-2012,70.74,70.74,68.48,68.9
23-08-2012,72,72,70.16,70.9
22-08-2012,71.56,72.24,70.85,71.45
21-08-2012,72.09,72.34,71.2,71.65
17-08-2012,72.2,73,71.4,71.87
16-08-2012,73.88,73.88,71.66,72
14-08-2012,72.57,73.58,72.14,73.14
13-08-2012,72,72.75,70.42,72.38
10-08-2012,72.18,72.9,71.04,71.31
09-08-2012,73.5,73.98,72.35,72.53
08-08-2012,74,74.37,73.22,73.45
07-08-2012,73.13,74.48,73,74.06
06-08-2012,73.8,74.79,72.95,73.14
03-08-2012,72.6,73.75,71.16,73.56
02-08-2012,73.4,73.4,72.24,72.68
01-08-2012,73.2,73.77,72.4,73.1
31-07-2012,71.97,73.45,71.54,73.04
30-07-2012,70.01,72.24,57,72.02
27-07-2012,70.54,71.83,70.06,70.88
26-07-2012,69.6,70.94,68.4,69.13
25-07-2012,68.43,69.98,67.86,69.21
24-07-2012,68.19,68.79,67.46,68.16
23-07-2012,70.21,70.28,67.8,67.94
20-07-2012,70.88,71.18,69.8,70.79
19-07-2012,70.6,71.3,70.33,70.97
18-07-2012,70,70.6,68.54,70.23
17-07-2012,70.6,70.78,69.71,70.1
16-07-2012,69.62,70.9,69.52,70
13-07-2012,71,71.31,69.6,69.85
12-07-2012,70.5,71,69.75,70.73
11-07-2012,71.78,72.4,70.5,70.67
10-07-2012,71.79,72.7,71.64,71.89
09-07-2012,71.96,72.85,71.2,71.95
06-07-2012,71.5,72.68,70.32,72.23
05-07-2012,69.73,71.74,68.92,71.52
04-07-2012,70.39,70.7,69.49,69.93
03-07-2012,68.88,70.78,68.71,70.13
02-07-2012,68.33,69.17,67.81,68.88
29-06-2012,67.2,68.1,66.88,67.88
28-06-2012,66.2,66.77,64.62,66.32
27-06-2012,68.72,68.96,66.72,66.97
26-06-2012,68,68.78,67.6,68.28
25-06-2012,68.2,69.96,67.42,67.82
22-06-2012,67.58,68.58,67.02,68.05
21-06-2012,66.13,68.8,65.72,68.65
20-06-2012,65,66.96,64.73,66.5
19-06-2012,65.01,65.25,63.62,64.62
18-06-2012,69.19,69.19,64.2,64.98
15-06-2012,66.8,67.27,66.13,66.88
14-06-2012,69.06,69.06,66.12,66.41
13-06-2012,69.9,70.24,68.89,69.22
12-06-2012,68.2,70,67.75,69.62
11-06-2012,69.71,70.6,68,68.56
08-06-2012,67.5,69.4,66.6,69.09
07-06-2012,67.8,68.08,65.91,67.63
06-06-2012,64.81,66.68,64.81,66.31
05-06-2012,65.48,65.68,63.79,64.62
04-06-2012,64,64.69,62.1,64.21
01-06-2012,65.97,66.96,64.22,64.67
31-05-2012,64.2,67.2,64.2,65.97
30-05-2012,67.62,67.62,65.32,65.6
29-05-2012,67.79,68.14,67.12,67.69
28-05-2012,66.19,67.8,66.11,67.62
25-05-2012,65.6,66.39,65.12,66.01
24-05-2012,64.61,65.8,64,65.6
23-05-2012,64,64.65,63.02,64.14
22-05-2012,65.25,65.61,63.86,64.31
21-05-2012,62.61,64.79,62.61,64.48
18-05-2012,60,63,58.8,62.49
17-05-2012,61,62.84,60.2,60.47
16-05-2012,63,63,59.71,60.71
15-05-2012,63,64.28,62.3,63.35
14-05-2012,66.01,66.69,63.1,63.72
11-05-2012,65.68,67.17,64.21,65.9
10-05-2012,64.2,65.72,63.8,65.2
09-05-2012,65.32,66.54,63.03,64.1
08-05-2012,68.02,68.38,65.34,65.83
07-05-2012,66.5,68.3,64.43,67.91
04-05-2012,68,68,66.3,66.74
03-05-2012,69.1,69.56,67.07,67.56
02-05-2012,70.4,70.58,69.45,69.73
30-04-2012,69.4,70.76,69.4,69.94
27-04-2012,71.99,72.18,69.1,69.66
26-04-2012,72.6,72.77,70.91,71.53
25-04-2012,72,74.28,71.85,73.21
24-04-2012,72.16,72.9,71.41,71.88
23-04-2012,72,74.8,71.12,71.76
20-04-2012,73.5,73.96,72.3,72.88
19-04-2012,74,74.4,73.23,73.55
18-04-2012,74.66,75.17,73.73,73.98
17-04-2012,74.4,75.5,72.62,74.24
16-04-2012,72.79,74.29,72.55,73.75
13-04-2012,74.73,75.99,72.7,73.09
12-04-2012,75.4,76,74.02,74.29
11-04-2012,75.4,75.9,74.36,75.16
10-04-2012,74.71,76.14,73.4,75.51
09-04-2012,75.4,75.49,73.36,74.52
04-04-2012,74.65,75.53,73.75,74.71
03-04-2012,75.04,76.18,74.5,74.85
02-04-2012,73.97,75.47,73.66,74.61
30-03-2012,71.15,74,71.15,73.76
29-03-2012,69.2,73.38,68.24,72.42
28-03-2012,70.42,70.95,69.22,70.03
27-03-2012,72.42,72.71,67.1,70.88
26-03-2012,73.4,74,71.03,71.63
23-03-2012,73.76,75.18,73.24,74.41
22-03-2012,74.38,76.56,72.6,73.35
21-03-2012,72.48,75.09,72.48,74.87
20-03-2012,72.3,73.8,71.36,73.19
19-03-2012,74,74,71.43,72.19
16-03-2012,75.39,76.54,72.84,73.53
15-03-2012,76.8,77.54,74,75.04
14-03-2012,75.98,77.74,74.15,77.3
13-03-2012,73.99,73.99,72.6,73.71
12-03-2012,74,74.94,70.87,72.92
09-03-2012,69.56,74.28,68.65,73.25
07-03-2012,68,68.49,66.2,67.56
06-03-2012,67.6,71.3,66.74,68.47
05-03-2012,69.77,69.78,67.33,67.94
02-03-2012,68.14,71.35,68.07,70.09
01-03-2012,68.46,69.24,67.42,68
29-02-2012,70.42,71.17,68,69.09
28-02-2012,65.19,70.2,64.4,69.87
27-02-2012,67.95,67.95,63.42,63.95
24-02-2012,70.58,71.46,67.11,67.95
23-02-2012,68.6,71.26,67.54,70.72
22-02-2012,73.82,74.15,68.81,69.14
21-02-2012,71,74.18,70.2,73.75
17-02-2012,74.6,74.83,72.45,72.82
16-02-2012,73.16,74.48,72,73.45
15-02-2012,75,75,71.9,73.17
14-02-2012,69.82,72,69.55,71.59
13-02-2012,69.43,70.4,68.1,69.85
10-02-2012,68.98,70,67.65,69.56
09-02-2012,66.23,69.6,66,69.2
08-02-2012,67.42,68.08,66,66.69
07-02-2012,69.19,69.51,67.1,67.52
06-02-2012,69.98,70.89,68.35,69.18
03-02-2012,67.48,69.36,66.02,68.95
02-02-2012,67.7,68.3,65.63,67.8
01-02-2012,66.09,67.49,64.88,67.23
31-01-2012,63.32,66.4,63.17,66.09
30-01-2012,64.67,64.91,62.33,62.75
27-01-2012,65.8,66.63,64.02,65.2
25-01-2012,64.38,66.58,63.7,66.06
24-01-2012,61.7,64.7,59.74,63.88
23-01-2012,60,61.88,59.8,61.51
20-01-2012,57.7,59.98,57.5,59.58
19-01-2012,57.09,57.64,56.54,57.46
18-01-2012,57.1,57.2,55.6,56.21
17-01-2012,56.26,57.91,56.26,57.06
16-01-2012,55.46,56.39,54.76,56.06
13-01-2012,56.4,57.14,55.52,56.16
12-01-2012,54.46,56.7,53.7,56.12
11-01-2012,52.75,54.7,52.57,54.46
10-01-2012,50,53.1,50,52.86
09-01-2012,50.4,50.48,48.85,49.8
06-01-2012,49,50.55,48.5,49.96
05-01-2012,48.2,49.82,47.64,49.57
04-01-2012,49.98,51,47.61,48.21
03-01-2012,47.2,49.38,46.6,49.18
02-01-2012,48,48.51,46.1,46.37
30-12-2011,48.2,49.08,47.35,47.76
29-12-2011,48,48.29,47.37,47.86
28-12-2011,50.1,50.29,48.21,48.32
27-12-2011,51,51.1,49.75,50.18
26-12-2011,50.24,51.35,50.24,50.89
23-12-2011,51.6,52.27,50.04,50.4
22-12-2011,50.2,51.8,48.82,51.59
21-12-2011,49.05,50.6,48.56,50.09
20-12-2011,51.19,51.6,48.04,48.52
19-12-2011,51,51.25,49.4,51.01
16-12-2011,54,54.72,50.63,51.3
15-12-2011,55.01,55.01,53.06,53.57
14-12-2011,55.95,56.8,55.23,55.57
13-12-2011,56,56.2,54.68,55.63
12-12-2011,57.6,58.32,56.06,56.54
09-12-2011,56.9,57.56,55.84,57.31
08-12-2011,56.31,59.02,56.31,57.44
07-12-2011,57.8,59.89,57,59.27
05-12-2011,57.4,58.28,57.11,57.77
02-12-2011,55.82,58.26,55.82,58.04
01-12-2011,55.6,57.32,55.31,55.82
30-11-2011,54.8,55.19,54.01,54.44
29-11-2011,56.2,56.46,54.84,55.04
28-11-2011,55.57,56.48,55.41,56.22
25-11-2011,55.54,55.95,54.49,54.82
24-11-2011,53.2,55.8,52.31,55.4
23-11-2011,53.2,53.38,52.03,52.95
22-11-2011,53.2,53.89,52.44,53.32
21-11-2011,54.1,56,52.22,52.62
18-11-2011,53.6,54.59,53.16,54.08
17-11-2011,54.04,55.76,53.13,54.32
16-11-2011,56.81,57,53.69,54.14
15-11-2011,58.6,59.54,56.6,56.94
14-11-2011,60.04,61.2,58.5,58.73
11-11-2011,60.9,61.25,59.26,59.65
09-11-2011,62.31,62.39,61.11,61.38
08-11-2011,63.58,63.7,61.55,61.87
04-11-2011,62.4,63.46,62.4,63.3
03-11-2011,61.24,62.48,60.78,61.99
02-11-2011,61.2,62.38,60.71,61.46
01-11-2011,62.86,63.13,61.22,61.46
31-10-2011,63.1,63.98,62.45,62.86
28-10-2011,62.4,64.77,62.4,63.14
25-10-2011,56.41,61.8,55.83,61.27
24-10-2011,55.6,57.1,55.6,56.33
21-10-2011,57,58.05,55.26,55.56
20-10-2011,57.6,58.6,56.58,56.96
19-10-2011,56.78,58.2,56.4,57.99
18-10-2011,57,57,55.2,55.98
17-10-2011,57,58.2,56.81,57.82
14-10-2011,56.95,57.6,55.76,56.66
13-10-2011,54.8,57.16,54.71,56.84
12-10-2011,52.99,54.57,52.68,54.42
11-10-2011,53.24,54.06,52.2,52.76
10-10-2011,53,53.08,52.1,52.86
07-10-2011,50.94,52.99,50.3,52.59
05-10-2011,51,51.36,48.06,49.21
04-10-2011,52.11,52.88,49.75,50.22
03-10-2011,53.41,53.58,51.9,52.1
30-09-2011,55.39,56.32,54.1,54.51
29-09-2011,54.4,55.98,53.7,55.42
28-09-2011,54.4,55,53.42,54.45
27-09-2011,53.18,54.73,53.06,54.36
26-09-2011,53.64,53.85,51.2,52.46
23-09-2011,54.36,54.36,51.9,53.49
22-09-2011,56.28,56.28,53.8,54.15
21-09-2011,57.9,58.26,56.8,57.04
20-09-2011,56.6,58,56.48,57.9
19-09-2011,55.86,57.05,55.4,56.79
16-09-2011,56,57.1,55.2,56.14
15-09-2011,55.77,56.2,54.4,55.72
14-09-2011,55.11,55.62,53.26,55.31
13-09-2011,55.11,56.58,54.24,54.75
12-09-2011,57.4,58.2,54.42,54.73
09-09-2011,58.9,60.08,58.52,58.78
08-09-2011,58.2,59.6,57.42,59.37
07-09-2011,57.61,58.42,57.29,58.13
06-09-2011,56.34,57.34,54.4,57.21
05-09-2011,55,56.7,54.24,56.54
02-09-2011,56.02,57.14,54.82,55.73
30-08-2011,55.74,56.66,54.8,55.51
29-08-2011,52.61,54.94,52.2,54.25
26-08-2011,53.59,53.8,51.52,51.88
25-08-2011,55.79,55.8,53.02,53.47
24-08-2011,55.5,56.91,54.6,55.28
23-08-2011,53.4,56.2,52.59,55.94
22-08-2011,52.54,53.72,50.4,53.24
19-08-2011,54,55,51.91,52.59
18-08-2011,58,58.26,54.6,54.93
17-08-2011,58.7,60.09,57.55,57.91
16-08-2011,60.11,60.7,59.14,59.43
12-08-2011,61.8,61.82,59.37,59.79
11-08-2011,59.74,61.86,59.74,61.35
10-08-2011,60,60.72,59,60.55
09-08-2011,58.4,60.5,58,58.27
08-08-2011,59.54,61.4,58.45,60.43
05-08-2011,60.1,60.72,58.04,60.29
04-08-2011,61.7,62.8,60.21,60.47
03-08-2011,60,61.6,58.24,61.39
02-08-2011,63.6,63.6,61.62,61.94
01-08-2011,62.41,63.77,62.41,63.26
29-07-2011,61.4,63.19,58.99,62.13
28-07-2011,62,62.98,61.34,62.09
27-07-2011,64.19,64.19,62.27,62.49
26-07-2011,66.59,66.65,63.46,63.73
25-07-2011,65.8,66.9,65.12,66.69
22-07-2011,64.06,65.96,64.06,65.82
21-07-2011,63.8,64.75,62.64,63.57
20-07-2011,65.33,65.66,63.29,63.75
19-07-2011,65.68,65.94,64.52,64.74
18-07-2011,64.9,65.92,64.7,65.73
15-07-2011,65.25,65.98,64.5,64.93
14-07-2011,63.39,66.05,63.31,65.25
13-07-2011,63,64.1,62.84,63.59
12-07-2011,63.58,63.89,62.24,62.95
11-07-2011,64.02,64.7,60.57,64.27
08-07-2011,65.43,65.62,64.04,64.45
07-07-2011,65.2,65.77,64.64,65.36
06-07-2011,64.49,65.86,64.2,65.31
05-07-2011,63.76,65.15,62.8,64.57
04-07-2011,63.67,64.38,63.46,63.77
01-07-2011,63,63.9,62.67,63.67
30-06-2011,63.14,63.56,61.9,62.41
29-06-2011,62.36,63.16,62.2,62.55
28-06-2011,62.8,63.4,61.61,61.85
27-06-2011,59,62.97,59,62.67
24-06-2011,57.48,59.9,57.48,59.73
23-06-2011,57.51,57.89,56.96,57.38
22-06-2011,58.14,58.28,57.22,57.4
21-06-2011,58.54,59,57.22,57.5
20-06-2011,56.8,58.51,54.82,58.13
17-06-2011,58.22,58.36,56.35,56.58
16-06-2011,58.02,59.28,57.55,58.22
15-06-2011,54,59.53,49.8,58.64
14-06-2011,59.18,59.89,59.04,59.37
13-06-2011,58.59,59.16,57.91,58.85
10-06-2011,59.6,59.76,58.5,58.7
09-06-2011,60.1,60.56,59.14,59.34
08-06-2011,59.41,60.79,59.36,60.07
07-06-2011,59.48,60.14,59,59.88
06-06-2011,58.4,59.74,57.5,59.59
03-06-2011,57.5,58.6,57.45,58.21
02-06-2011,58.81,59.3,57.5,57.77
01-06-2011,60.59,61.03,59.32,59.63
31-05-2011,59.84,60.41,59.17,60.16
30-05-2011,59.79,60.4,59.45,59.66
27-05-2011,57.08,59.66,57.07,59.36
26-05-2011,56.7,57.65,56.6,57.08
